Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq66-0,large,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te <extra_id_0> de film Her, <extra_id_1> van <extra_id_2>","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben uit de film Her, die in juli van dit jaar...","['hebben geput uit', 'waarvoor Johansson de stem', 'computersysteem Samantha insprak.']","['hebben uit', 'die in juli', 'jaar...']",10,25,1,"[0.375, 0.8846153846153846, 0.8787878787878788]",0.71
seq67-0,large,"De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, <extra_id_0> apps op smartphones. <extra_id_1> Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","['onder meer via', 'De Autoriteit']","['via', 'De Autoriteit']",5,25,1,"[0.7857142857142857, 0.0]",0.39
seq68-0,large,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,<extra_id_0> onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten <extra_id_1> van de internationale hulp zal dezelfde Afghaanse vrouwen die we <extra_id_2> alleen maar meer laten lijden.,leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten schenden. Het afbouwen van de internationale hulp zal dezelfde Afghaanse vrouwen die we steunen alleen maar meer laten lijden.,"['Miljoenen Afghanen leven', 'drastisch beperkten. Vermindering', 'hopen te steunen']","['leven', 'schenden. Het afbouwen', 'steunen']",9,25,1,"[0.7916666666666666, 0.7272727272727273, 0.5625]",0.69
seq69-0,large,"Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en Leeuwarder Courant mails namens de vader, waarin de moord werd bekend.","Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf <extra_id_0> mails namens de vader, waarin de <extra_id_1>","Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en RTL mails namens de vader, waarin de","['en Leeuwarder Courant', 'moord werd bekend.']","['en RTL', '']",6,25,1,"[0.8571428571428571, 1.0]",0.93
seq70-0,large,"Hoewel Donald Trumps veroordeling uniek is in de geschiedenis, geldt dat niet voor het onderliggende schandaal: een buitenechtelijke affaire.","<extra_id_0> veroordeling uniek is in de geschiedenis, geldt dat niet <extra_id_1> onderliggende schandaal: een buitenechtelijke affaire.","Waar de veroordeling uniek is in de geschiedenis, geldt dat niet voor het onderliggende schandaal: een buitenechtelijke affaire.","['Hoewel Donald Trumps', 'voor het']","['Waar de', 'voor het']",5,25,1,"[0.9, 0.0]",0.45
seq71-0,large,"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig <extra_id_0> om trots op <extra_id_1> zo gaat <extra_id_2> beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land om trots op te zijn. En zo gaat het een beetje door, totdat er onverwacht een lange zin volgt.","['land./ Een land', 'te zijn. En', 'het nog een']","['land', 'te zijn. En', 'het een']",9,25,1,"[0.7333333333333333, 0.0, 0.36363636363636365]",0.37
seq72-0,large,Tijdens de eerste twee dagen van festival Best Kept Secret was het de New Yorkse St.,Tijdens de eerste twee dagen <extra_id_0> Secret was het de New Yorkse St.,Tijdens de eerste twee dagen van het seizoen van Victoria's Secret was het de New Yorkse St.,['van festival Best Kept'],"[""van het seizoen van Victoria's""]",4,25,1,[0.6333333333333333],0.63
seq73-0,large,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de Isralische regering dreigen met opstappen als Isral instemt met voorstel van de VS.,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van <extra_id_0> dreigen met opstappen <extra_id_1> met voorstel van de VS.,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de parlementaire commissie dreigen met opstappen en gaan in gesprek met voorstel van de VS.,"['de Isralische regering', 'als Isral instemt']","['de parlementaire commissie', 'en gaan in gesprek']",6,25,1,"[0.7307692307692307, 0.7777777777777778]",0.75
seq74-0,large,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand te hebben overspeeld. In achttien maanden won hij 260 keer in het casino en vijf keer de lokale loterij. Genoeg reden voor de Argentijnse politie om de oud-burgemeester mogelijk te vervolgen.,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand <extra_id_0> In achttien maanden won hij 260 keer in <extra_id_1> vijf keer de lokale loterij. Genoeg reden voor <extra_id_2> om de <extra_id_3> vervolgen.,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand niet te verliezen. In achttien maanden won hij 260 keer in het casino en vijf keer de lokale loterij. Genoeg reden voor hem om de weg te vervolgen.,"['te hebben overspeeld.', 'het casino en', 'de Argentijnse politie', 'oud-burgemeester mogelijk te']","['niet te verliezen.', 'het casino en', 'hem', 'weg te']",12,25,1,"[0.6666666666666666, 0.0, 0.9545454545454546, 0.8214285714285714]",0.61
seq75-0,large,Het Belgische cordon sanitaire staat al meer dan dertig jaar als een huis. Is dat bij de komende verkiezingen  de extreem-rechtse partij Vlaams Belang is grootste in de peilingen  nog wel vol te houden?,Het <extra_id_0> sanitaire staat al meer dan dertig <extra_id_1> huis. Is dat bij de komende verkiezingen de extreem-rechtse partij <extra_id_2> grootste in de peilingen nog wel vol te houden?,Het nieuwe sanitaire staat al meer dan dertig jaar in huis. Is dat bij de komende verkiezingen de extreem-rechtse partij als grootste in de peilingen nog wel vol te houden?,"['Belgische cordon', 'jaar als een', 'Vlaams Belang is']","['nieuwe', 'jaar in', 'als']",8,25,1,"[0.875, 0.5, 0.8125]",0.73
seq76-0,large,"Fans van het Nederlands Elftal hopen vurig dat Nederland Europees kampioen voetbal wordt, maar vergeleken met fans in andere landen geven we er liever niet al te veel geld aan uit.","Fans van het Nederlands Elftal hopen <extra_id_0> Europees kampioen voetbal wordt, maar vergeleken met fans in <extra_id_1> geven <extra_id_2> niet al te veel geld aan uit.","Fans van het Nederlands Elftal hopen dat Nederland Europees kampioen voetbal wordt, maar vergeleken met fans in andere landen geven ze er niet al te veel geld aan uit.","['vurig dat Nederland', 'andere landen', 'we er liever']","['dat Nederland', 'andere landen', 'ze er']",8,25,1,"[0.3157894736842105, 0.0, 0.6666666666666666]",0.33
seq77-0,large,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor decennialang grote evenementen.,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor <extra_id_0>,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor de...,['decennialang grote evenementen.'],['de...'],3,25,1,[0.9032258064516129],0.9
seq78-0,large,"De Nederlandsche Bank (DNB) hoeft geen vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven beschadigd zijn geraakt.","De Nederlandsche <extra_id_0> vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven <extra_id_1>","De Nederlandsche Bank een vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven liggen.","['Bank (DNB) hoeft geen', 'beschadigd zijn geraakt.']","['Bank een', 'liggen.']",7,25,1,"[0.6190476190476191, 0.7916666666666666]",0.71
seq79-0,large,"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI).","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie <extra_id_0> van <extra_id_1>","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de makers van","['van de markt', 'kunstmatige intelligentie (AI).']","['van de makers', '']",6,25,1,"[0.3076923076923077, 1.0]",0.65
seq80-0,large,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden in de gepolariseerde VS zien electorale kansen na het vonnis.,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden <extra_id_0> VS zien <extra_id_1> het vonnis.,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden van de VS zien het goed met het vonnis.,"['in de gepolariseerde', 'electorale kansen na']","['van de', 'het goed met']",6,25,1,"[0.85, 0.8]",0.82
seq81-0,large,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de wind heeft het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven. Geen wonder dat het in de kunsten wemelt van het wasgoed. Bij Brueghel ligt het slaafs op de bleek, bij Breitner frummelt het aan de wind.","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen <extra_id_0> jurk in de wind heeft <extra_id_1> een overall spartelt of hij wordt <extra_id_2> speelt spookje. Wasgoed heeft lust tot leven. <extra_id_3> het in de kunsten wemelt van het wasgoed. Bij <extra_id_4> slaafs op <extra_id_5> Breitner frummelt het <extra_id_6>","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen een jurk in de wind heeft een overall spartelt of hij wordt gewassen, speelt spookje. Wasgoed heeft lust tot leven. Dat het in de kunsten wemelt van het wasgoed. Bij de kunstenaars die slaafs op het wasgoed letten, Breitner frummelt het","['kan alles. Een', 'het drukdrukdruk,', 'gekieteld', 'een laken', 'Geen wonder dat', 'Brueghel ligt het', 'de bleek', 'bij', 'aan de wind.']","['een', '', 'gewassen,', 'Dat', 'de kunstenaars die', 'het wasgoed letten,', '']",20,25,1,"[0.7857142857142857, 1.0, 0.6666666666666666, 0.8888888888888888, 0.6666666666666666, 0.7894736842105263, 1.0]",0.83
seq82-0,large,"Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, omdat hun aanvankelijk toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen ze nog heel veel meer geld zien.","Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, <extra_id_0> toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen <extra_id_1> veel <extra_id_2>","Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, omdat de toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen ze veel meer.","['omdat hun aanvankelijk', 'ze nog heel', 'meer geld zien.']","['omdat de', 'ze', 'meer.']",9,25,1,"[0.6818181818181818, 0.8181818181818182, 0.6666666666666666]",0.72
seq83-0,large,"Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in Istanboel, moet verrijzen op de Zuidas. Een kerk die Amsterdam tot een van de belangrijkste bedevaartsoorden ter wereld maakt.","Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in <extra_id_0> op de Zuidas. Een kerk die Amsterdam tot een van <extra_id_1> wereld maakt.","Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in Istanbul, op de Zuidas. Een kerk die Amsterdam tot een van de beste steden ter wereld maakt.","['Istanboel', 'moet verrijzen', 'de belangrijkste bedevaartsoorden ter']","['Istanbul,', 'de beste steden ter']",7,25,1,"[0.3333333333333333, 0.7368421052631579]",0.54
seq84-0,large,"Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar AI-chips blijft de koers maar stijgen, waarmee het bedrijf nu meer dan 3 biljoen dollar waard is en alleen nog Microsoft voor zich heeft.","Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar <extra_id_0> koers maar stijgen, waarmee het bedrijf nu meer <extra_id_1> dollar waard is <extra_id_2> Microsoft voor zich heeft.","Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar chips blijft de koers maar stijgen, waarmee het bedrijf nu meer dan acht miljard dollar waard is dan Microsoft voor zich heeft.","['AI-chips blijft de', 'dan 3 biljoen', 'en alleen nog']","['chips blijft de', 'dan acht miljard', 'dan']",9,25,1,"[0.16666666666666666, 0.5, 0.8461538461538461]",0.5
seq85-0,large,"De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de 23-jarige Swiatek, vooraf de grote favoriete voor de eindzege, is het haar vijfde grandslamtitel.","De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een <extra_id_0> Garros. <extra_id_1> Swiatek, vooraf <extra_id_2> voor de eindzege, is het haar vijfde grandslamtitel.","De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor Swiatek, vooraf bekend voor de eindzege, is het haar vijfde grandslamtitel.","['rij Roland', 'Voor de 23-jarige', 'de grote favoriete']","['rij Roland', 'Voor', 'bekend']",8,25,1,"[0.0, 0.7647058823529411, 0.8888888888888888]",0.55
seq86-0,large,Er komt een nieuwe verplichte verzekering tegen arbeidsongeschiktheid voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. De uitkering is maximaal gelijk aan het minimumloon.,Er komt een nieuwe verplichte <extra_id_0> zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. <extra_id_1> maximaal gelijk aan het minimumloon.,Er komt een nieuwe verplichte verzekering voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. De premie ligt maximaal gelijk aan het minimumloon.,"['verzekering tegen arbeidsongeschiktheid voor', 'De uitkering is']","['verzekering voor', 'De premie ligt']",7,25,1,"[0.6363636363636364, 0.6666666666666666]",0.65
seq87-0,large,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie <extra_id_0> is <extra_id_1>","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie En wat is inflatie?","['precies en hoeveel', 'een modaal inkomen?']","['En wat', 'inflatie?']",6,25,1,"[0.8888888888888888, 0.7368421052631579]",0.81
seq88-0,large,"Premier Sunak ziet graag de dienstplicht terug, ziet Annemarie Kas. Critici noemen het jarenvijftignostalgie.","Premier Sunak ziet graag de dienstplicht terug, ziet <extra_id_0> het jarenvijftignostalgie.","Premier Sunak ziet graag de dienstplicht terug, ziet in het jarenvijftignostalgie.",['Annemarie Kas. Critici noemen'],['in'],4,25,1,[0.9310344827586207],0.93
seq89-0,large,"Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig baas van de IND, in een tijd die opvallende parallellen vertoont met nu, weet de beoogde premier als geen ander hoe weerbarstig dat dossier is.",Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig <extra_id_0> in een tijd die opvallende parallellen vertoont <extra_id_1> de beoogde premier als geen <extra_id_2> dat dossier is.,"Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig minister in een tijd die opvallende parallellen vertoont met de jaren tachtig, moet Schoof de beoogde premier als geen ander in dat dossier is.","['baas van de IND,', 'met nu', 'weet', 'ander hoe weerbarstig']","['minister', 'met de jaren tachtig, moet Schoof', 'ander in']",10,25,1,"[0.9375, 0.8484848484848485, 0.875]",0.89
seq90-0,large,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie <extra_id_0> is <extra_id_1>","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie En wat is inflatie?","['precies en hoeveel', 'een modaal inkomen?']","['En wat', 'inflatie?']",6,25,1,"[0.8888888888888888, 0.7368421052631579]",0.81
seq91-0,large,"NRC bespreekt deze weken de eindexamens met deskundigen. Voormalige voetbaltrainer Foppe de Haan, een geboren Fries, boog zich over het havo-examen Fries.","NRC bespreekt deze weken de <extra_id_0> Voormalige voetbaltrainer Foppe de Haan, <extra_id_1> boog zich over het havo-examen Fries.","NRC bespreekt deze weken de Fries. Voormalige voetbaltrainer Foppe de Haan, directeur van de KNVB, boog zich over het havo-examen Fries.","['eindexamens met deskundigen.', 'een geboren Fries,']","['Fries.', 'directeur van de KNVB,']",6,25,1,"[0.8928571428571429, 0.8181818181818182]",0.86
seq92-0,large,"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.",Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken <extra_id_0> en ik kijk door de <extra_id_1> camera van een <extra_id_2> lenzen tevoorschijn kan toveren.,Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken zijn en ik kijk door de spiegel naar de camera van een meisje dat lenzen tevoorschijn kan toveren.,"['van het land zijn,', 'lens van de', 'professional', 'die allerlei']","['zijn', 'spiegel naar de', 'meisje dat']",10,25,1,"[0.7777777777777778, 0.6, 0.8333333333333334]",0.74
seq93-0,large,"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden  gemiddeld ruim 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","Iedereen was enthousiast over de methode-Laurentien voor <extra_id_0> van toeslagenouders, totdat <extra_id_1> bekend <extra_id_2> 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","Iedereen was enthousiast over de methode-Laurentien voor het vinden van toeslagenouders, totdat de rechter bekend maakte dat de kosten waren gestegen tot 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","['de compensatie', 'de uitgekeerde bedragen', 'werden gemiddeld ruim']","['het vinden', 'de rechter', 'maakte dat de kosten waren gestegen tot']",8,25,1,"[0.7857142857142857, 0.7391304347826086, 0.8205128205128205]",0.78
seq94-0,large,"Armoedebestrijding loopt vaak stuk op verkeerde aannames van mensen met geld, zegt Tim S Jongers, zelf opgegroeid in armoede.","Armoedebestrijding loopt vaak stuk <extra_id_0> van mensen met geld, zegt Tim S Jongers, zelf <extra_id_1> armoede.","Armoedebestrijding loopt vaak stuk bij de reactie van mensen met geld, zegt Tim S Jongers, zelf werkzaam in armoede.","['op verkeerde aannames', 'opgegroeid in']","['bij de reactie', 'werkzaam in']",5,25,1,"[0.7619047619047619, 0.6923076923076923]",0.73
seq95-0,large,"Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en Leeuwarder Courant mails namens de vader, waarin de moord werd bekend.","Na de dood van <extra_id_0> al Najjar kregen De Telegraaf en Leeuwarder <extra_id_1> de vader, waarin de moord werd bekend.","Na de dood van Mohammed al Najjar kregen De Telegraaf en Leeuwarder Courant een reactie van de vader, waarin de moord werd bekend.","['de achttienjarige Ryan', 'Courant mails namens']","['Mohammed', 'Courant een reactie van']",6,25,1,"[0.8636363636363636, 0.6086956521739131]",0.74
seq96-0,large,"Eieren op de voorruit, afgebroken ruitenwissers, krassen in de lak. Wie vliegt vanaf Rotterdam en gratis parkeert in de wijken dichtbij moet maar afwachten of zijn auto heel blijft.","Eieren op de voorruit, afgebroken ruitenwissers, krassen in de <extra_id_0> vanaf Rotterdam en gratis parkeert <extra_id_1> moet maar afwachten of zijn auto heel blijft.","Eieren op de voorruit, afgebroken ruitenwissers, krassen in de spiegels, vertraging vanaf Rotterdam en gratis parkeert De man moet maar afwachten of zijn auto heel blijft.","['lak. Wie vliegt', 'in de wijken dichtbij']","['spiegels, vertraging', 'De man']",7,25,1,"[0.85, 0.8571428571428571]",0.85
seq97-0,large,"De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de getelde stemmen van de regionale verkiezingen, die vandaag tegelijk met de Europese en landelijke verkiezingen plaatsvonden.","De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de <extra_id_0> getelde stemmen <extra_id_1> verkiezingen, die vandaag tegelijk met <extra_id_2> verkiezingen plaatsvonden.","De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de eerste getelde stemmen voor de verkiezingen, die vandaag tegelijk met de parlementaire verkiezingen plaatsvonden.","['helft van de', 'van de regionale', 'de Europese en landelijke']","['eerste', 'voor de', 'de parlementaire']",10,25,1,"[0.75, 0.8125, 0.6]",0.72
seq98-0,large,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021.,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om <extra_id_0> K. Hij <extra_id_1> zaken gegeven over <extra_id_2> geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021.,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om Willem K. Hij heeft een verklaring in twee zaken gegeven over de geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021.,"['de 29-jarige Dominique', 'heeft openheid van', 'moorden en']","['Willem', 'heeft een verklaring in twee', 'de']",8,25,1,"[0.9090909090909091, 0.6428571428571429, 0.8]",0.78
seq99-0,large,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing <extra_id_0>","Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Chief",['Cloud Developer een bullshitbaan?'],['Chief'],4,25,1,[0.9090909090909091],0.91
